file name,file size,number of words,% negative,% positive,% uncertainty,% litigious,% strong modal,% weak modal,% constraining,# of alphabetic,# of digits,# of numbers,avg # of syllables per word,average word length,vocabulary
./data\66.txt,1770,283,1.76678445229682,1.4134275618374559,1.0600706713780919,0.35335689045936397,1.0600706713780919,0.7067137809187279,1.4134275618374559,504.2402826855124,13,4,1.6395759717314489,4.968197879858657,163
./data\67.txt,4765,718,2.6462395543175488,0.5571030640668524,1.1142061281337048,0.1392757660167131,0.8356545961002786,0.9749303621169917,0.5571030640668524,541.6434540389972,33,13,1.7548746518105849,5.313370473537605,357
./data\68.txt,8676,1315,3.3460076045627374,0.38022813688212925,1.596958174904943,0.22813688212927757,1.064638783269962,0.9125475285171103,0.38022813688212925,535.361216730038,63,25,1.6927756653992396,5.20532319391635,541
./data\69.txt,21165,2602,5.111452728670254,0.23059185242121444,0.23059185242121444,0.0,1.345119139123751,0.11529592621060722,0.03843197540353574,627.3251345119139,510,245,1.56456571867794,5.058416602613375,548
./data\7.txt,9009,1291,2.0914020139426803,1.8590240123934934,0.774593338497289,0.3872966692486445,0.69713400464756,0.0,0.23237800154918667,576.1425251742835,10,9,1.8690937257939582,5.636715724244771,524
./data\70.txt,10758,1676,2.028639618138425,0.47732696897374705,0.7159904534606205,0.23866348448687352,0.23866348448687352,0.35799522673031026,0.35799522673031026,523.508353221957,34,14,1.652147971360382,5.051312649164678,646
./data\71.txt,10052,1436,2.9247910863509747,1.1838440111420612,1.1838440111420612,0.1392757660167131,0.2785515320334262,0.9749303621169917,0.4178272980501393,575.3481894150417,66,22,1.9213091922005572,5.568941504178273,566
./data\72.txt,859,145,0.0,0.6896551724137931,0.6896551724137931,0.0,0.6896551724137931,0.6896551724137931,0.0,464.82758620689657,14,4,1.4827586206896552,4.531034482758621,95
./data\73.txt,5374,853,0.23446658851113714,2.3446658851113718,0.7033997655334115,0.0,0.3516998827667058,0.4689331770222743,0.0,505.978898007034,22,14,1.567409144196952,4.966002344665885,375
./data\74.txt,11070,1818,1.7051705170517053,1.5951595159515952,1.2651265126512652,0.0,2.3652365236523654,0.9900990099009901,0.5500550055005501,494.9394939493949,9,4,1.6067106710671066,4.881738173817382,596
./data\75.txt,10397,1604,1.059850374064838,1.2468827930174564,0.5610972568578554,0.0,0.997506234413965,0.3740648379052369,0.0,523.2543640897755,52,13,1.6415211970074812,4.988778054862843,634
./data\76.txt,6873,1065,1.784037558685446,0.4694835680751174,1.1267605633802817,0.28169014084507044,0.5633802816901409,0.6572769953051643,0.4694835680751174,524.5070422535211,36,10,1.6441314553990611,5.089201877934272,450
./data\77.txt,11151,1593,2.9504080351537976,0.18832391713747645,0.6277463904582549,0.4394224733207784,0.31387319522912743,0.18832391713747645,0.6277463904582549,553.6723163841808,221,66,1.807909604519774,5.283113622096673,539
./data\78.txt,6351,973,2.5693730729701953,0.41109969167523125,0.3083247687564234,0.0,0.8221993833504625,0.10277492291880781,0.20554984583761562,524.1521068859198,53,22,1.6762589928057554,5.057553956834532,411
./data\79.txt,7173,1168,3.339041095890411,1.0273972602739725,0.7705479452054794,0.2568493150684931,0.9417808219178082,0.5136986301369862,0.2568493150684931,498.54452054794524,4,1,1.6027397260273972,4.888698630136986,462
./data\8.txt,8913,1333,0.8252063015753939,2.4006001500375094,1.1252813203300824,0.0,0.45011252813203295,0.3750937734433608,0.45011252813203295,538.8597149287322,117,34,1.813953488372093,5.278319579894974,511
./data\80.txt,6635,1062,2.354048964218456,1.8832391713747645,1.3182674199623352,0.09416195856873823,2.7306967984934087,0.6591337099811676,0.09416195856873823,510.6403013182674,25,11,1.7015065913371,5.0423728813559325,471
./data\81.txt,9270,1280,3.5937499999999996,0.78125,1.25,0.078125,1.953125,0.78125,0.078125,583.125,124,54,1.796875,5.3953125,515
./data\82.txt,1091,182,0.5494505494505495,1.098901098901099,1.6483516483516485,0.0,1.098901098901099,1.098901098901099,0.0,465.934065934066,24,8,1.478021978021978,4.527472527472527,117
./data\83.txt,6505,1034,2.7079303675048356,1.6441005802707929,1.0638297872340425,0.19342359767891684,0.19342359767891684,0.6769825918762089,0.09671179883945842,505.5125725338491,38,11,1.6083172147001934,4.899419729206963,497
./data\84.txt,4644,686,3.498542274052478,1.3119533527696794,0.1457725947521866,0.1457725947521866,0.1457725947521866,0.1457725947521866,0.5830903790087464,530.1749271137027,112,31,1.69533527696793,5.10932944606414,305
./data\85.txt,7119,1085,4.239631336405529,0.8294930875576038,1.1059907834101383,0.2764976958525346,0.5529953917050692,0.6451612903225806,0.2764976958525346,538.1566820276498,43,16,1.7576036866359448,5.266359447004608,472
./data\86.txt,6266,1048,2.480916030534351,1.049618320610687,1.3358778625954197,0.6679389312977099,3.6259541984732824,1.3358778625954197,0.19083969465648853,481.7748091603053,12,6,1.5648854961832062,4.762404580152672,364
./data\87.txt,1049,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.3333333333334,0,0,1.74,5.266666666666667,75
./data\88.txt,3181,489,0.6134969325153374,1.4314928425357873,0.2044989775051125,0.0,0.6134969325153374,0.0,0.2044989775051125,520.4498977505112,16,9,1.5766871165644172,4.8323108384458076,226
./data\89.txt,5838,898,4.565701559020044,0.4454342984409799,1.1135857461024499,0.22271714922048996,0.5567928730512249,0.5567928730512249,0.11135857461024498,525.5011135857461,57,17,1.6959910913140313,5.130289532293987,417
./data\9.txt,8779,1352,0.8136094674556213,3.032544378698225,0.3698224852071006,0.14792899408284024,0.7396449704142012,0.2958579881656805,0.14792899408284024,532.9142011834319,18,6,1.7692307692307692,5.252218934911243,534
./data\90.txt,3856,688,1.744186046511628,1.1627906976744187,0.436046511627907,0.14534883720930233,0.7267441860465116,0.436046511627907,0.0,442.58720930232556,6,4,1.382267441860465,4.265988372093023,293
./data\91.txt,6695,948,4.324894514767933,0.31645569620253167,0.6329113924050633,0.10548523206751054,0.21097046413502107,0.42194092827004215,1.2658227848101267,570.464135021097,78,30,1.6550632911392404,5.206751054852321,417
./data\92.txt,6579,1009,3.6669970267591676,1.1892963330029733,1.1892963330029733,0.0,0.29732408325074333,0.4955401387512388,0.6937561942517344,536.6699702675917,6,3,1.740336967294351,5.287413280475718,386
./data\93.txt,6558,988,2.834008097165992,1.417004048582996,0.30364372469635625,0.0,0.6072874493927125,0.0,0.708502024291498,539.8785425101215,39,14,1.6983805668016194,5.231781376518219,540
./data\94.txt,5131,807,2.1065675340768277,0.7434944237918215,0.9913258983890955,0.24783147459727387,0.7434944237918215,0.49566294919454773,0.37174721189591076,519.0830235439901,11,5,1.7125154894671624,5.096654275092937,408
./data\95.txt,10190,1581,3.85831752055661,1.644528779253637,0.6325110689437065,0.06325110689437065,1.0120177103099304,0.5692599620493358,0.31625553447185323,520.0506008855155,75,33,1.6318785578747628,4.997469955724225,537
./data\96.txt,9327,1313,3.0464584920030466,0.9900990099009901,0.456968773800457,0.30464584920030463,0.2284843869002285,0.07616146230007616,0.38080731150038083,569.3069306930693,161,68,1.779131759329779,5.295506473724296,561
./data\97.txt,4667,806,2.977667493796526,0.8684863523573202,0.49627791563275436,0.37220843672456577,1.240694789081886,0.49627791563275436,0.12406947890818859,454.96277915632754,66,19,1.3833746898263026,4.244416873449132,313
./data\98.txt,11244,1687,3.9715471250740957,1.6004742145820983,0.8891523414344991,0.11855364552459988,0.35566093657379966,0.35566093657379966,0.2963841138114997,539.715471250741,73,24,1.6816834617664493,5.23117960877297,680
./data\99.txt,7524,1299,1.2317167051578137,1.1547344110854503,0.6928406466512702,0.15396458814472672,0.5388760585065435,0.3849114703618168,0.15396458814472672,460.50808314087755,24,17,1.4788298691301,4.561200923787529,436
